1724349459.930942,0.000000,-1.965143,0.434420,0.323532,0.003641,-0.012209,0.993404,0.113959,
1724349459.936506,0.000000,-1.965547,0.434604,0.323591,0.003850,-0.012355,0.993557,0.112593,
1724349459.942054,0.000000,-1.965778,0.434986,0.323677,0.004579,-0.011979,0.993746,0.110924,
1724349459.947609,0.000000,-1.966135,0.435173,0.323721,0.004689,-0.012022,0.993888,0.109641,
1724349459.953163,0.000000,-1.966700,0.435176,0.323702,0.004347,-0.012761,0.993976,0.108765,
1724349459.958720,0.000000,-1.967517,0.435407,0.323673,0.003575,-0.012924,0.994131,0.107345,
1724349459.964275,0.000000,-1.968054,0.435607,0.323700,0.003134,-0.013127,0.994299,0.105770,
1724349459.969837,0.000000,-1.968536,0.435958,0.323661,0.003319,-0.012977,0.994463,0.104233,
1724349459.975390,0.000000,-1.968971,0.436285,0.323658,0.003412,-0.012887,0.994593,0.102988,
1724349459.980942,0.000000,-1.969632,0.436578,0.323617,0.003091,-0.012912,0.994735,0.101615,
1724349459.986497,0.000000,-1.970144,0.436992,0.323561,0.003226,-0.012796,0.994870,0.100301,
1724349459.992051,0.000000,-1.970628,0.437395,0.323551,0.003260,-0.012530,0.995004,0.098988,
1724349459.997609,0.000000,-1.971205,0.437728,0.323518,0.003185,-0.012445,0.995117,0.097860,
1724349460.003163,0.000000,-1.971678,0.438061,0.323527,0.003283,-0.012253,0.995264,0.096377,
1724349460.008681,0.000000,-1.972256,0.438274,0.323584,0.002940,-0.012379,0.995409,0.094867,
1724349460.014237,0.000000,-1.972761,0.438338,0.323618,0.002861,-0.012800,0.995512,0.093719,
1724349460.019794,0.000000,-1.973114,0.438608,0.323689,0.003139,-0.012681,0.995635,0.092417,
1724349460.025349,0.000000,-1.973481,0.438816,0.323726,0.003432,-0.012599,0.995763,0.091028,
1724349460.030903,0.000000,-1.973943,0.438915,0.323743,0.003505,-0.012831,0.995886,0.089631,
1724349460.036459,0.000000,-1.974499,0.439085,0.323741,0.003270,-0.013049,0.996008,0.088250,
1724349460.042014,0.000000,-1.974888,0.439387,0.323744,0.003589,-0.012859,0.996140,0.086755,
1724349460.047571,0.000000,-1.975420,0.439620,0.323755,0.003559,-0.012919,0.996243,0.085558,
1724349460.053125,0.000000,-1.975986,0.439909,0.323762,0.003394,-0.012939,0.996361,0.084183,
1724349460.058681,0.000000,-1.976472,0.440291,0.323736,0.003529,-0.012696,0.996492,0.082649,
1724349460.064237,0.000000,-1.977007,0.440756,0.323738,0.003378,-0.012287,0.996642,0.080887,
1724349460.069792,0.000000,-1.977579,0.441050,0.323680,0.003156,-0.012334,0.996746,0.079592,
1724349460.075349,0.000000,-1.978114,0.441266,0.323593,0.003187,-0.012576,0.996858,0.078138,
1724349460.080903,0.000000,-1.978581,0.441462,0.323603,0.003310,-0.012655,0.996954,0.076893,
1724349460.086459,0.000000,-1.979082,0.441643,0.323637,0.003445,-0.012772,0.997039,0.075755,
1724349460.092014,0.000000,-1.979542,0.441805,0.323711,0.003516,-0.012884,0.997130,0.074522,
